project,month,label,active_devs,num_files,num_commits,c_percentage,inactive_c,c_nodes,c_edges,c_c_coef,c_mean_degree,c_long_tail
864,22,sustainable,14,38,46,0.8913043478260869,0.5714285714285714,0,0,0.0,0.0,0
864,23,sustainable,18,6,6,0.6666666666666666,0.8333333333333334,0,0,0.0,0.0,0
864,24,sustainable,12,19,30,0.8,0.45,3,2,0.0,1.3333333333333333,1
864,25,sustainable,15,33,46,1.0,0.48,0,0,0.0,0.0,0
864,26,sustainable,15,16,19,0.9473684210526316,0.8,0,0,0.0,0.0,0
864,27,sustainable,22,6,10,0.8,0.8333333333333334,2,1,0.0,1.0,0
864,28,sustainable,12,1,1,1.0,0.0,0,0,0.0,0.0,0
864,29,sustainable,13,28,38,0.8947368421052632,0.56,4,4,0.5833333333333333,2.0,3
864,30,sustainable,5,1,2,0.5,0.0,2,1,0.0,1.0,0
864,31,sustainable,3,16,21,1.0,0.7,0,0,0.0,0.0,0
864,32,sustainable,3,8,8,1.0,0.5,0,0,0.0,0.0,0
864,33,sustainable,3,14,19,1.0,0.8571428571428571,0,0,0.0,0.0,0
864,34,sustainable,10,5,5,0.8,0.5,0,0,0.0,0.0,0
864,35,sustainable,10,5,7,1.0,0.0,0,0,0.0,0.0,0
864,36,sustainable,9,1,2,0.5,0.0,2,1,0.0,1.0,0
864,37,sustainable,7,3,3,0.3333333333333333,0.0,0,0,0.0,0.0,0
864,38,sustainable,7,8,11,0.7272727272727273,0.1666666666666666,3,3,1.0,2.0,0
864,39,sustainable,3,0,0,0.0,1.0,0,0,0.0,0.0,0
864,40,sustainable,3,0,0,0.0,1.0,0,0,0.0,0.0,0
864,41,sustainable,3,0,0,0.0,1.0,0,0,0.0,0.0,0
864,42,sustainable,3,0,0,0.0,1.0,0,0,0.0,0.0,0
864,43,sustainable,3,0,0,0.0,1.0,0,0,0.0,0.0,0
864,44,sustainable,4,0,0,0.0,1.0,0,0,0.0,0.0,0
864,45,sustainable,1,0,0,0.0,1.0,0,0,0.0,0.0,0
864,46,sustainable,5,1,2,0.5,0.8,2,1,0.0,1.0,0
864,47,sustainable,3,9,12,1.0,0.6,0,0,0.0,0.0,0
864,48,sustainable,2,0,0,0.0,1.0,0,0,0.0,0.0,0
864,49,sustainable,6,6,7,0.7142857142857143,0.7857142857142857,2,1,0.0,1.0,0
864,50,sustainable,5,3,3,1.0,0.0,0,0,0.0,0.0,0
864,51,sustainable,2,0,0,0.0,1.0,0,0,0.0,0.0,0
864,52,sustainable,6,3,3,1.0,0.0,0,0,0.0,0.0,0
864,53,sustainable,4,0,0,0.0,1.0,0,0,0.0,0.0,0
848,1,sustainable,5,4,5,0.8,0.9166666666666666,2,1,0.0,1.0,0
848,2,sustainable,0,0,0,0.0,1.0,0,0,0.0,0.0,0
848,3,sustainable,1,0,0,0.0,1.0,0,0,0.0,0.0,0
848,4,sustainable,8,38,255,0.6862745098039216,0.1851851851851851,3,2,0.0,1.3333333333333333,1
848,5,sustainable,4,18,96,0.9479166666666666,0.238095238095238,0,0,0.0,0.0,0
848,6,sustainable,3,14,40,0.725,0.4545454545454545,2,1,0.0,1.0,0
848,7,sustainable,2,0,0,0.0,1.0,0,0,0.0,0.0,0
848,8,sustainable,3,4,4,1.0,0.0,0,0,0.0,0.0,0
848,9,sustainable,4,6,6,1.0,0.0,0,0,0.0,0.0,0
848,10,sustainable,6,20,94,1.0,0.7826086956521741,0,0,0.0,0.0,0
848,11,sustainable,3,16,48,1.0,0.6666666666666666,0,0,0.0,0.0,0
848,12,sustainable,9,11,39,0.8717948717948718,0.6666666666666666,2,1,0.0,1.0,0
848,13,sustainable,3,3,6,1.0,0.0,0,0,0.0,0.0,0
848,14,sustainable,12,2,4,0.5,0.0,2,1,0.0,1.0,0
848,15,sustainable,11,4,25,0.8,0.6153846153846154,4,6,1.0,3.0,0
848,16,sustainable,10,9,29,1.0,0.6666666666666666,0,0,0.0,0.0,0
848,17,sustainable,0,0,0,0.0,1.0,0,0,0.0,0.0,0
848,18,sustainable,4,1,2,1.0,0.0,0,0,0.0,0.0,0
848,19,sustainable,7,1,1,1.0,0.0,0,0,0.0,0.0,0
848,20,sustainable,8,2,4,0.75,0.0,2,1,0.0,1.0,0
848,21,sustainable,6,18,118,1.0,0.48,0,0,0.0,0.0,0
848,22,sustainable,12,14,29,0.9655172413793104,0.4285714285714285,2,1,0.0,1.0,0
848,23,sustainable,8,16,34,0.9411764705882352,0.5384615384615384,2,1,0.0,1.0,0
848,24,sustainable,5,6,7,1.0,0.0,0,0,0.0,0.0,0
848,25,sustainable,8,12,12,0.9166666666666666,0.0,0,0,0.0,0.0,0
848,26,sustainable,9,6,13,0.7692307692307693,0.7931034482758621,2,1,0.0,1.0,0
848,27,sustainable,11,6,8,0.75,0.625,2,1,0.0,1.0,0
848,28,sustainable,9,2,2,1.0,0.0,0,0,0.0,0.0,0
848,29,sustainable,8,4,9,1.0,0.0,0,0,0.0,0.0,0
848,30,sustainable,11,2,4,1.0,0.0,0,0,0.0,0.0,0
848,31,sustainable,7,0,0,0.0,1.0,0,0,0.0,0.0,0
848,32,sustainable,12,0,0,0.0,1.0,0,0,0.0,0.0,0
848,33,sustainable,3,0,0,0.0,1.0,0,0,0.0,0.0,0
848,34,sustainable,0,0,0,0.0,1.0,0,0,0.0,0.0,0
848,35,sustainable,0,0,0,0.0,1.0,0,0,0.0,0.0,0
848,36,sustainable,2,0,0,0.0,1.0,0,0,0.0,0.0,0
848,37,sustainable,1,0,0,0.0,1.0,0,0,0.0,0.0,0
848,38,sustainable,1,0,0,0.0,1.0,0,0,0.0,0.0,0
848,39,sustainable,3,0,0,0.0,1.0,0,0,0.0,0.0,0
848,40,sustainable,1,0,0,0.0,1.0,0,0,0.0,0.0,0
848,41,sustainable,1,0,0,0.0,1.0,0,0,0.0,0.0,0
848,42,sustainable,0,0,0,0.0,1.0,0,0,0.0,0.0,0
848,43,sustainable,1,0,0,0.0,1.0,0,0,0.0,0.0,0
708,1,sustainable,4,28,169,0.6745562130177515,0.2413793103448276,3,3,1.0,2.0,0
708,2,sustainable,6,21,60,0.6333333333333333,0.5357142857142857,4,6,1.0,3.0,0
708,3,sustainable,9,14,80,0.475,0.3214285714285714,5,10,1.0,4.0,0
708,4,sustainable,10,18,207,0.5410628019323671,0.3571428571428571,4,6,1.0,3.0,0
708,5,sustainable,10,14,42,0.4523809523809524,0.4782608695652174,7,13,0.923809523809524,3.7142857142857135,5
708,6,sustainable,9,13,70,0.6714285714285714,0.375,6,11,0.8666666666666667,3.6666666666666665,2
708,7,sustainable,10,8,30,0.4333333333333333,0.4210526315789473,5,6,0.8666666666666668,2.4,1
708,8,sustainable,10,26,50,0.32,0.3928571428571428,6,10,0.8055555555555555,3.333333333333333,5
708,9,sustainable,11,16,36,0.3888888888888889,0.2758620689655172,5,9,0.9,3.6,3
708,10,sustainable,16,10,19,0.3684210526315789,0.6190476190476191,6,9,0.6777777777777777,3.0,4
708,11,sustainable,10,8,12,0.3333333333333333,0.7368421052631579,4,6,1.0,3.0,0
708,12,sustainable,8,16,22,0.8181818181818182,0.8181818181818182,2,1,0.0,1.0,0
708,13,sustainable,7,15,23,0.5217391304347826,0.7058823529411765,3,3,1.0,2.0,0
708,14,sustainable,13,7,12,0.6666666666666666,0.8333333333333334,2,1,0.0,1.0,0
708,15,sustainable,15,21,70,0.6714285714285714,0.3888888888888889,6,9,0.9,3.0,4
708,16,sustainable,24,32,135,0.6296296296296297,0.1851851851851851,14,57,0.9084360084360084,8.142857142857142,10
708,17,sustainable,28,22,62,0.4838709677419355,0.1428571428571428,16,54,0.8125,6.75,13
708,18,sustainable,19,30,54,0.5555555555555556,0.5625,7,9,0.6952380952380953,2.571428571428572,2
708,19,sustainable,12,6,10,0.5,0.8333333333333334,3,3,1.0,2.0,0
708,20,sustainable,12,7,10,0.3,0.75,3,2,0.0,1.3333333333333333,1
708,21,sustainable,13,23,26,0.7692307692307693,0.76,4,2,0.0,1.0,0
708,22,sustainable,15,22,37,0.5675675675675675,0.6551724137931034,4,4,0.5833333333333333,2.0,3
708,23,sustainable,14,2,2,0.5,0.9166666666666666,0,0,0.0,0.0,0
708,24,sustainable,10,7,8,0.5,0.85,2,1,0.0,1.0,0
708,25,sustainable,8,6,8,0.75,0.0,3,2,0.0,1.3333333333333333,1
708,26,sustainable,10,8,9,0.4444444444444444,0.7272727272727273,0,0,0.0,0.0,0
708,27,sustainable,14,7,10,0.5,0.7333333333333333,3,2,0.0,1.3333333333333333,1
708,28,sustainable,12,11,19,0.6842105263157895,0.4444444444444444,3,3,1.0,2.0,0
708,29,sustainable,13,9,12,0.6666666666666666,0.5714285714285714,2,1,0.0,1.0,0
708,30,sustainable,12,11,18,0.5555555555555556,0.8571428571428571,3,3,1.0,2.0,0
708,31,sustainable,13,14,34,0.5882352941176471,0.5789473684210527,5,5,0.4333333333333333,2.0,3
708,32,sustainable,13,6,10,0.8,0.85,2,1,0.0,1.0,0
708,33,sustainable,12,12,20,0.5,0.7,4,4,0.5833333333333333,2.0,3
708,34,sustainable,11,6,17,0.5294117647058824,0.7647058823529411,4,5,0.8333333333333333,2.5,2
708,35,sustainable,16,4,4,0.75,0.8888888888888888,0,0,0.0,0.0,0
708,36,sustainable,13,10,25,0.68,0.6,3,3,1.0,2.0,0
708,37,sustainable,12,15,19,0.7368421052631579,0.3333333333333333,2,1,0.0,1.0,0
708,38,sustainable,23,9,16,0.4375,0.5384615384615384,6,6,1.0,2.0,0
708,39,sustainable,17,10,20,0.3,0.7368421052631579,6,9,0.6777777777777777,3.0,4
708,40,sustainable,21,5,8,0.25,0.6666666666666666,4,6,1.0,3.0,0
708,41,sustainable,17,19,36,0.6388888888888888,0.5882352941176471,5,6,0.6,2.4,4
855,1,sustainable,0,0,0,0.0,1.0,0,0,0.0,0.0,0
855,2,sustainable,11,112,955,0.3664921465968586,0.0,5,10,1.0,4.0,0
855,3,sustainable,12,64,159,0.3962264150943396,0.2692307692307692,3,3,1.0,2.0,0
855,4,sustainable,16,75,170,0.6294117647058823,0.3928571428571428,6,6,0.25,2.0,3
855,5,sustainable,13,27,31,0.6774193548387096,0.4444444444444444,3,3,1.0,2.0,0
855,6,sustainable,23,88,206,0.4514563106796116,0.1851851851851851,7,16,0.8095238095238094,4.571428571428571,6
855,7,sustainable,22,50,81,0.4814814814814814,0.25,6,8,0.5,2.6666666666666665,4
855,8,sustainable,27,92,215,0.4232558139534884,0.1379310344827586,9,13,0.4708994708994709,2.888888888888889,4
855,9,sustainable,31,15,16,0.25,0.5,2,1,0.0,1.0,0
855,10,sustainable,21,33,39,0.5641025641025641,0.4761904761904761,2,1,0.0,1.0,0
855,11,sustainable,35,81,109,0.6422018348623854,0.6428571428571429,4,3,0.0,1.5,1
855,12,sustainable,26,39,57,0.4561403508771929,0.4347826086956521,6,8,0.5,2.6666666666666665,4
855,13,sustainable,36,76,144,0.5902777777777778,0.1818181818181818,10,24,0.625,4.8,7
855,14,sustainable,36,32,33,0.4848484848484848,0.28,2,1,0.0,1.0,0
855,15,sustainable,21,12,16,0.4375,0.8260869565217391,2,1,0.0,1.0,0
855,16,sustainable,28,35,55,0.5454545454545454,0.5652173913043478,5,4,0.0,1.6,2
855,17,sustainable,23,28,32,0.375,0.5,3,2,0.0,1.3333333333333333,1
855,18,sustainable,25,75,126,0.4047619047619047,0.1818181818181818,9,16,0.5481481481481482,3.555555555555556,6
855,19,sustainable,23,48,68,0.3676470588235294,0.2962962962962963,7,11,0.8095238095238094,3.1428571428571432,5
855,20,sustainable,22,61,94,0.425531914893617,0.3333333333333333,6,7,0.7777777777777777,2.333333333333333,2
855,21,sustainable,26,52,90,0.6111111111111112,0.2142857142857142,4,3,0.0,1.5,2
855,22,sustainable,29,89,150,0.76,0.2962962962962963,10,18,0.6916666666666667,3.6,4
855,23,sustainable,15,52,81,0.7530864197530864,0.3571428571428571,2,1,0.0,1.0,0
855,24,sustainable,24,60,143,0.4895104895104895,0.1818181818181818,6,10,0.6944444444444445,3.333333333333333,5
855,25,sustainable,19,38,51,0.3725490196078431,0.7391304347826086,4,4,0.5833333333333333,2.0,3
855,26,sustainable,20,49,61,0.2786885245901639,0.5185185185185185,6,5,0.0,1.6666666666666667,2
855,27,sustainable,22,44,84,0.5119047619047619,0.375,9,26,0.8640211640211639,5.777777777777778,8
855,28,sustainable,16,25,29,0.7931034482758621,0.5555555555555556,2,1,0.0,1.0,0
855,29,sustainable,17,14,16,0.5,0.7307692307692307,0,0,0.0,0.0,0
855,30,sustainable,26,54,81,0.5432098765432098,0.3571428571428571,5,5,0.3333333333333333,2.0,3
855,31,sustainable,15,24,39,0.7948717948717948,0.2,3,2,0.0,1.3333333333333333,1
855,32,sustainable,11,54,56,0.7142857142857143,0.7368421052631579,2,1,0.0,1.0,0
855,33,sustainable,15,122,232,0.4396551724137931,0.5357142857142857,5,4,0.0,1.6,1
855,34,sustainable,14,53,86,0.4186046511627907,0.2857142857142857,6,6,0.3888888888888888,2.0,5
855,35,sustainable,17,48,62,0.5645161290322581,0.76,3,2,0.0,1.3333333333333333,1
855,36,sustainable,15,36,60,0.3833333333333333,0.3846153846153846,5,4,0.6,1.6,3
855,37,sustainable,11,42,66,0.6060606060606061,0.5,3,2,0.0,1.3333333333333333,1
855,38,sustainable,7,160,182,0.8131868131868132,0.6818181818181818,0,0,0.0,0.0,0
855,39,sustainable,13,70,92,0.9239130434782608,0.8695652173913043,2,1,0.0,1.0,0
855,40,sustainable,10,18,28,0.7142857142857143,0.8148148148148148,3,2,0.0,1.3333333333333333,1
855,41,sustainable,8,6,6,1.0,0.0,0,0,0.0,0.0,0
855,42,sustainable,12,24,56,0.5357142857142857,0.3333333333333333,2,1,0.0,1.0,0
855,43,sustainable,4,0,0,0.0,1.0,0,0,0.0,0.0,0
855,44,sustainable,7,0,0,0.0,1.0,0,0,0.0,0.0,0
644,1,sustainable,4,7,13,1.0,0.9629629629629628,0,0,0.0,0.0,0
644,2,sustainable,6,1,2,0.5,0.875,2,1,0.0,1.0,0
644,3,sustainable,2,0,0,0.0,1.0,0,0,0.0,0.0,0
644,4,sustainable,4,9,34,0.6176470588235294,0.7391304347826086,2,1,0.0,1.0,0
644,5,sustainable,3,3,10,0.5,0.8,2,1,0.0,1.0,0
644,6,sustainable,4,3,6,0.5,0.8,2,1,0.0,1.0,0
644,7,sustainable,1,0,0,0.0,1.0,0,0,0.0,0.0,0
644,8,sustainable,1,14,15,1.0,0.0,0,0,0.0,0.0,0
644,9,sustainable,8,2,14,0.5714285714285714,0.625,3,3,1.0,2.0,0
644,10,sustainable,2,0,0,0.0,1.0,0,0,0.0,0.0,0
644,11,sustainable,5,9,16,1.0,0.8333333333333334,0,0,0.0,0.0,0
644,12,sustainable,9,13,18,0.7777777777777778,0.8823529411764706,2,1,0.0,1.0,0
644,13,sustainable,11,9,33,0.3636363636363636,0.5714285714285714,3,3,1.0,2.0,0
644,14,sustainable,2,0,0,0.0,1.0,0,0,0.0,0.0,0
644,15,sustainable,6,1,1,1.0,0.0,0,0,0.0,0.0,0
644,16,sustainable,6,10,15,1.0,0.75,0,0,0.0,0.0,0
644,17,sustainable,5,14,14,1.0,0.0,0,0,0.0,0.0,0
644,18,sustainable,3,2,2,1.0,0.0,0,0,0.0,0.0,0
644,19,sustainable,3,0,0,0.0,1.0,0,0,0.0,0.0,0
644,20,sustainable,6,10,14,1.0,0.8,0,0,0.0,0.0,0
644,21,sustainable,5,14,18,1.0,0.0,0,0,0.0,0.0,0
644,22,sustainable,12,3,9,0.4444444444444444,0.75,3,3,1.0,2.0,0
644,23,sustainable,10,3,3,0.3333333333333333,0.9230769230769232,0,0,0.0,0.0,0
644,24,sustainable,3,1,1,1.0,0.0,0,0,0.0,0.0,0
644,25,sustainable,11,18,47,0.8723404255319149,0.125,2,1,0.0,1.0,0
644,26,sustainable,12,144,146,1.0,0.9166666666666666,0,0,0.0,0.0,0
644,27,sustainable,20,153,189,0.9470899470899472,0.5454545454545454,3,3,1.0,2.0,0
644,28,sustainable,16,194,272,0.7058823529411765,0.2592592592592592,3,2,0.0,1.3333333333333333,1
644,29,sustainable,21,20,32,0.4375,0.5238095238095238,5,7,0.7666666666666666,2.8,3
644,30,sustainable,10,5,7,0.7142857142857143,0.9230769230769232,2,1,0.0,1.0,0
644,31,sustainable,18,26,59,0.9491525423728814,0.4482758620689655,3,2,0.0,1.3333333333333333,1
644,32,sustainable,17,13,18,0.7222222222222222,0.6428571428571429,4,6,1.0,3.0,0
644,33,sustainable,15,18,38,0.4473684210526316,0.4583333333333333,6,7,0.3888888888888888,2.333333333333333,4
644,34,sustainable,17,7,8,0.75,0.8181818181818182,0,0,0.0,0.0,0
644,35,sustainable,18,16,29,0.3448275862068966,0.48,5,5,0.3333333333333333,2.0,3
644,36,sustainable,22,45,151,0.6026490066225165,0.28,7,17,0.8714285714285713,4.857142857142857,6
644,37,sustainable,29,53,152,0.5723684210526315,0.16,12,40,0.7702621452621452,6.666666666666668,11
644,38,sustainable,21,363,478,0.6506276150627615,0.3103448275862069,8,14,0.6291666666666667,3.5,5
644,39,sustainable,20,83,185,0.8162162162162162,0.25,3,2,0.0,1.3333333333333333,1
644,40,sustainable,32,166,252,0.7658730158730159,0.1904761904761904,10,23,0.9055555555555556,4.6,7
644,41,sustainable,21,12,19,0.2631578947368421,0.8076923076923077,6,5,0.5,1.6666666666666667,4
644,42,sustainable,18,48,75,0.76,0.25,5,3,0.0,1.2,1
644,43,sustainable,26,40,55,0.6727272727272727,0.25,3,2,0.0,1.3333333333333333,1
644,44,sustainable,26,40,61,0.3934426229508196,0.4482758620689655,7,9,0.6142857142857142,2.571428571428572,3
644,45,sustainable,30,70,111,0.5315315315315315,0.2692307692307692,5,5,0.4333333333333334,2.0,3
644,46,sustainable,39,85,234,0.6025641025641025,0.2222222222222222,11,34,0.7142857142857143,6.181818181818183,9
644,47,sustainable,56,87,200,0.515,0.1071428571428571,22,62,0.6926603699330971,5.636363636363638,13
644,48,sustainable,33,44,95,0.5578947368421052,0.3448275862068966,9,15,0.4851851851851851,3.333333333333333,6
644,49,sustainable,37,66,105,0.7428571428571429,0.2142857142857142,12,25,0.6738756613756612,4.166666666666667,7
644,50,sustainable,28,106,169,0.863905325443787,0.2727272727272727,9,10,0.3111111111111111,2.2222222222222223,4
644,51,sustainable,23,44,64,0.5625,0.4642857142857143,6,7,0.3333333333333333,2.333333333333333,4
644,52,sustainable,24,70,166,0.5240963855421686,0.2758620689655172,11,25,0.5848484848484848,4.545454545454546,8
644,53,sustainable,21,80,152,0.4078947368421052,0.25,8,14,0.6291666666666667,3.5,5
644,54,sustainable,15,88,223,0.5695067264573991,0.1071428571428571,8,12,0.7380952380952381,3.0,4
857,1,sustainable,9,131,777,0.4954954954954955,0.1838235294117647,8,12,0.5922619047619048,3.0,4
857,2,sustainable,5,67,202,0.8415841584158416,0.1739130434782608,5,5,0.4333333333333334,2.0,3
857,3,sustainable,5,73,146,0.5136986301369864,0.3888888888888889,4,3,0.0,1.5,2
857,4,sustainable,8,160,453,0.9249448123620309,0.1379310344827586,6,5,0.3888888888888888,1.6666666666666667,3
857,5,sustainable,6,165,391,0.9156010230179028,0.1785714285714285,2,1,0.0,1.0,0
857,6,sustainable,7,143,243,0.9465020576131687,0.4444444444444444,2,1,0.0,1.0,0
857,7,sustainable,7,230,566,0.931095406360424,0.1481481481481481,4,4,0.5833333333333333,2.0,3
857,8,sustainable,13,129,207,0.8888888888888888,0.0833333333333333,5,5,0.4333333333333334,2.0,3
857,9,sustainable,19,210,437,0.7620137299771167,0.1379310344827586,7,11,0.7714285714285715,3.1428571428571432,2
857,10,sustainable,22,258,479,0.7724425887265136,0.0344827586206896,14,23,0.6500000000000001,3.2857142857142856,4
857,11,sustainable,32,222,385,0.6259740259740261,0.0,13,29,0.6126373626373627,4.461538461538462,8
857,12,sustainable,23,276,734,0.8010899182561307,0.0689655172413793,15,41,0.5568864468864468,5.466666666666668,9
857,13,sustainable,32,156,280,0.7285714285714285,0.0689655172413793,13,22,0.6037296037296038,3.3846153846153846,3
857,14,sustainable,27,106,137,0.635036496350365,0.1071428571428571,7,7,0.2047619047619047,2.0,2
857,15,sustainable,33,134,192,0.546875,0.0,18,22,0.4203703703703703,2.4444444444444446,6
857,16,sustainable,51,231,402,0.6293532338308457,0.0,26,57,0.4631987670449208,4.384615384615385,8
857,17,sustainable,42,156,235,0.5744680851063829,0.1071428571428571,20,32,0.4453968253968254,3.2,5
857,18,sustainable,50,261,414,0.6425120772946861,0.1034482758620689,18,44,0.5680054513387848,4.888888888888889,11
857,19,sustainable,32,215,402,0.6442786069651741,0.1071428571428571,16,25,0.675189393939394,3.125,4
857,20,sustainable,56,226,349,0.7163323782234957,0.0714285714285714,17,31,0.4519140989729224,3.647058823529412,7
857,21,sustainable,68,318,607,0.6408566721581549,0.0689655172413793,27,89,0.6857144018979767,6.592592592592593,12
857,22,sustainable,73,376,697,0.6169296987087518,0.0344827586206896,29,87,0.6563930322551011,6.0,16
857,23,sustainable,74,350,540,0.7555555555555555,0.0344827586206896,24,59,0.6886730715678085,4.916666666666667,10
857,24,sustainable,70,309,540,0.6574074074074074,0.1071428571428571,29,87,0.5498384757005447,6.0,17
857,25,sustainable,87,420,1067,0.5820056232427366,0.0,40,225,0.6203327888446755,11.25,23
857,26,sustainable,77,262,583,0.6037735849056604,0.074074074074074,37,154,0.7750198382860921,8.324324324324325,17
857,27,sustainable,84,205,272,0.4926470588235294,0.0344827586206896,27,46,0.4407995296884185,3.4074074074074074,11
857,28,sustainable,96,236,399,0.4436090225563909,0.1071428571428571,36,115,0.5636584804636807,6.388888888888888,14
857,29,sustainable,101,388,681,0.5066079295154186,0.0357142857142857,40,143,0.4242235847228107,7.15,18
857,30,sustainable,98,374,650,0.6,0.0,37,165,0.6733512962924729,8.91891891891892,18
857,31,sustainable,99,501,752,0.6489361702127661,0.0,40,151,0.5670789749466221,7.55,22
857,32,sustainable,89,297,473,0.4207188160676532,0.0714285714285714,31,137,0.6381588767547022,8.838709677419354,19
857,33,sustainable,85,344,622,0.5016077170418006,0.0344827586206896,34,149,0.6122011249742992,8.764705882352942,19
857,34,sustainable,98,560,1021,0.6092066601371204,0.0,33,129,0.7242450895612951,7.8181818181818175,17
857,35,sustainable,105,276,436,0.4243119266055046,0.0344827586206896,39,130,0.4867299911417558,6.666666666666668,19
857,36,sustainable,104,450,779,0.5789473684210527,0.0,49,185,0.6955387876965203,7.551020408163265,18
857,37,sustainable,108,445,756,0.6878306878306878,0.0,33,114,0.5626383837730037,6.909090909090909,16
857,38,sustainable,118,660,1020,0.7196078431372549,0.0344827586206896,50,270,0.7001941031458734,10.8,25
857,39,sustainable,97,553,829,0.7647768395657418,0.0344827586206896,39,107,0.5639511485665333,5.487179487179486,8
857,40,sustainable,80,800,2931,0.8945752302968271,0.0357142857142857,33,125,0.5946765256925685,7.575757575757576,16
857,41,sustainable,84,727,1502,0.8508655126498003,0.0344827586206896,38,166,0.7149833095753829,8.736842105263158,15
857,42,sustainable,121,912,1731,0.7255921432697863,0.0,54,292,0.7476872480452045,10.814814814814817,20
857,43,sustainable,116,821,1868,0.7767665952890792,0.0,49,278,0.6211386080504189,11.346938775510209,23
857,44,sustainable,94,644,1126,0.7619893428063943,0.0344827586206896,50,210,0.7048388208188717,8.4,19
857,45,sustainable,99,636,1428,0.7296918767507002,0.0,44,265,0.7035627938741659,12.045454545454543,21
857,46,sustainable,99,566,1000,0.563,0.0344827586206896,47,210,0.5742618911217817,8.936170212765957,25
857,47,sustainable,128,657,1103,0.6101541251133273,0.0,57,274,0.6711892177922647,9.614035087719298,26
857,48,sustainable,121,845,1490,0.6181208053691275,0.0,52,272,0.6688718536224337,10.461538461538463,20
857,49,sustainable,112,614,911,0.6169045005488474,0.0,45,167,0.6973667110492571,7.4222222222222225,9
857,50,sustainable,102,836,1347,0.7230883444691908,0.0,51,210,0.6145125818848508,8.235294117647058,19
857,51,sustainable,84,347,603,0.6053067993366501,0.0357142857142857,38,141,0.4993084127412789,7.421052631578947,18
857,52,sustainable,81,313,518,0.5308880308880309,0.0,38,136,0.6704580049629856,7.157894736842105,21
857,53,sustainable,96,249,420,0.5142857142857142,0.0,38,141,0.568876396809426,7.421052631578947,20
857,54,sustainable,114,500,785,0.5490445859872611,0.0357142857142857,45,245,0.5982466051669175,10.888888888888893,25
857,55,sustainable,105,665,1084,0.6392988929889298,0.0,47,212,0.6909663598365579,9.02127659574468,14
857,56,sustainable,110,461,704,0.4488636363636363,0.0,44,165,0.4604398659669619,7.5,23
857,57,sustainable,112,691,1020,0.707843137254902,0.0,54,194,0.5475896855695617,7.185185185185183,16
857,58,sustainable,130,443,711,0.5203938115330521,0.0,60,246,0.5915602531968462,8.2,22
857,59,sustainable,128,557,936,0.563034188034188,0.0,58,258,0.6318168840389551,8.896551724137929,23
857,60,sustainable,146,513,875,0.4342857142857143,0.0,51,271,0.6523825683433934,10.627450980392156,27
857,61,sustainable,127,629,1027,0.572541382667965,0.0,55,268,0.5676907901696507,9.745454545454548,31
859,1,sustainable,2,5,31,0.7741935483870968,0.55,2,1,0.0,1.0,0
859,2,sustainable,5,24,54,0.5555555555555556,0.1666666666666666,3,3,1.0,2.0,0
859,3,sustainable,8,35,47,0.5106382978723404,0.65,3,3,1.0,2.0,0
859,4,sustainable,7,58,106,0.8867924528301887,0.5,2,1,0.0,1.0,0
859,5,sustainable,11,99,190,0.7894736842105263,0.2307692307692307,4,4,0.5833333333333333,2.0,3
859,6,sustainable,10,163,605,0.3223140495867768,0.2758620689655172,6,15,1.0,5.0,0
859,7,sustainable,17,224,749,0.5126835781041389,0.1379310344827586,9,28,0.8888888888888888,6.222222222222222,7
